Round,0,1,2,3,4,5,6,7,8,9,test,A
0.0,-0.08925318717956543,-0.01514434814453125,-0.023725032806396484,-0.10283064842224121,-0.040433287620544434,-0.019199609756469727,-0.03119218349456787,-0.028622150421142578,-0.03259623050689697,-0.0823967456817627,-0.01135551929473877,-0.043340813029896126
1.0,0.7325429320335388,0.7253999710083008,0.635646402835846,0.7640585899353027,0.7440099716186523,0.5965132713317871,0.6481884717941284,0.7253468632698059,0.7049131989479065,0.7041065692901611,0.4913874864578247,0.6792830662293867
2.0,0.7785847783088684,0.8377834558486938,0.6732605695724487,0.7353684902191162,0.7819988131523132,0.7371777296066284,0.7193598747253418,0.8049178123474121,0.7649750113487244,0.7660744190216064,0.6820173859596252,0.7528653036464344
3.0,0.7975918054580688,0.8498255014419556,0.6922962665557861,0.7597570419311523,0.7953013181686401,0.7526319026947021,0.740548849105835,0.8126393556594849,0.7800118327140808,0.7785843014717102,0.6933872699737549,0.7684159495613792
4.0,0.8074618577957153,0.8648617267608643,0.7106914520263672,0.7741806507110596,0.8155654668807983,0.7701165676116943,0.7654578685760498,0.8246951699256897,0.7951779961585999,0.7861359119415283,0.7022477388381958,0.7833265824751421
5.0,0.8121452927589417,0.8740936517715454,0.7348015308380127,0.7814390659332275,0.8341044783592224,0.7883901596069336,0.7879011034965515,0.8368337750434875,0.8136494159698486,0.7896885275840759,0.7091555595397949,0.7965638691728766
6.0,0.8137966394424438,0.8794424533843994,0.7492105960845947,0.7723376750946045,0.8408039808273315,0.8027155995368958,0.7944954037666321,0.8455154299736023,0.8252880573272705,0.7899178862571716,0.7182537913322449,0.8028888648206537
7.0,0.8149365186691284,0.8823333978652954,0.7519428730010986,0.7683393359184265,0.8446393609046936,0.8057125806808472,0.7983317375183105,0.8489087820053101,0.8279327154159546,0.789380669593811,0.7214890718460083,0.804904276674444
8.0,0.8205251097679138,0.8800685405731201,0.7591753602027893,0.7755946516990662,0.8481366634368896,0.805715799331665,0.8001804947853088,0.850641131401062,0.8332873582839966,0.792412281036377,0.7206019163131714,0.80784902789376
9.0,0.821834921836853,0.8841296434402466,0.7616920471191406,0.7699097990989685,0.8503414988517761,0.8088521957397461,0.8004027605056763,0.8551738262176514,0.8355425596237183,0.7932695150375366,0.7255767583847046,0.8097023205323652
10.0,0.824574887752533,0.8853437900543213,0.765315055847168,0.7718539834022522,0.852138340473175,0.8099596500396729,0.8024047017097473,0.8566757440567017,0.8368687629699707,0.7948622107505798,0.7265222072601318,0.811501757665114
11.0,0.824874222278595,0.8867189288139343,0.7684009671211243,0.7706483602523804,0.8536453247070312,0.8122287392616272,0.8041902780532837,0.8584004640579224,0.8369664549827576,0.7955852746963501,0.72645503282547,0.8125558224591342
12.0,0.8280037045478821,0.8862603306770325,0.7718923091888428,0.7726234793663025,0.8540183305740356,0.8104320168495178,0.8053042888641357,0.8600273132324219,0.8380634188652039,0.7957320213317871,0.7193896770477295,0.8128860809586265
13.0,0.8289154767990112,0.8867973685264587,0.7751312851905823,0.77430260181427,0.8559813499450684,0.8120750784873962,0.8065264225006104,0.8625192046165466,0.8395484089851379,0.7990285158157349,0.7194095849990845,0.8145668452436273
14.0,0.8298147916793823,0.8865680694580078,0.7759687304496765,0.774319052696228,0.856792688369751,0.8113957047462463,0.8075376749038696,0.8637104630470276,0.8404083251953125,0.8006402254104614,0.7152742147445679,0.8147663582455028
15.0,0.8295537233352661,0.8877066373825073,0.7793928980827332,0.7746269106864929,0.8581685423851013,0.8143383860588074,0.8115987777709961,0.8658784627914429,0.8413758873939514,0.8043676018714905,0.716286838054657,0.816663151437586
16.0,0.8284624814987183,0.8901340961456299,0.7784199118614197,0.7690258622169495,0.8595755696296692,0.8169585466384888,0.8126372694969177,0.869539737701416,0.8424648642539978,0.8054028749465942,0.717279851436615,0.8172637332569469
17.0,0.828773558139801,0.8891329169273376,0.7793819904327393,0.7728058099746704,0.8633180856704712,0.8173596858978271,0.8182693719863892,0.8712759017944336,0.8442051410675049,0.8080604672431946,0.7153968811035156,0.8189072554761713
18.0,0.8289046287536621,0.891194760799408,0.7791842818260193,0.769766628742218,0.8638797998428345,0.8182770013809204,0.8197545409202576,0.8741342425346375,0.8446821570396423,0.8087228536605835,0.7105475664138794,0.8190044056285511
19.0,0.8289377689361572,0.8939863443374634,0.7793011665344238,0.766456127166748,0.8640186786651611,0.8222340941429138,0.8211308717727661,0.8780340552330017,0.8448863625526428,0.8102445006370544,0.7077711820602417,0.8197273774580522
