Round,0,1,2,3,4,5,6,7,8,9,test,A
0.0,43.516285621107556,43.439319599927984,43.61704126900975,42.981753714148866,44.30331881041405,43.75906714077952,44.748614241812,43.90598170514113,44.26112010477918,43.16437994792769,42.57471173245407,43.66105398977289
1.0,20.96776249886917,17.722945966196,24.615746942934592,22.77059909412725,21.219281421686606,22.466445656131764,23.97038221707807,19.619075196661683,21.93260829542681,21.084264360258842,23.787905349525182,21.832456090808723
2.0,21.0366044504963,15.986353299651833,24.66335473723174,24.55045774697363,21.97889043504834,20.93843864500467,24.217840204685626,18.902507216047674,21.628051542508185,21.375803079074963,22.849768893285606,21.648006386364415
3.0,21.42996234557617,14.584358281039538,24.07489154351544,25.58542103486378,21.964925376093216,19.83984413454912,23.651540874585475,18.242890946019475,21.272478488987904,21.841956069040037,22.08691991315222,21.325017182492946
4.0,17.907060375150827,17.122340977415295,22.10940122569116,19.05379780236369,19.23404339427799,22.68479747807094,22.30410531748969,18.09969020177944,19.933127183815685,19.52803098473128,25.26490751532276,20.294663859646253
5.0,21.415759748955907,13.78946695139848,23.269334198951633,25.527812077283965,21.078937941838042,18.939295113970385,22.765603551808702,17.576878428021214,20.56816120539446,21.820342569572908,21.4582625403363,20.746350393412
6.0,21.73490715335227,13.56687132534962,23.591347922010385,26.447499217199155,21.364973605599626,18.6935527274571,23.38466701424648,17.536724684116027,20.76614450417697,22.308514749356704,21.791765474152587,21.016997125183355
7.0,21.101680366895916,13.219808477494695,22.882739149336174,25.68141417795538,20.94507500564721,18.513137688945214,23.06181322021116,17.083943177789873,20.35886984935482,22.00642647947377,21.97135308635571,20.620569152678176
8.0,17.17511894262626,17.806949004849994,20.80788647720949,18.963548729600213,19.295461897905312,22.11624575772334,22.53338316661734,17.92399913169622,18.835786012715182,20.0167090236312,25.981982517262683,20.132460969257927
9.0,16.96425865687457,16.921473729949156,20.634348467298935,19.673997105554708,19.11584652530215,21.36464935793471,22.441658845945692,17.1339480001623,18.424208993896624,19.923039947557026,25.238057248754433,19.803226079930027
10.0,16.889852585541654,17.034501911447066,20.441752979932474,19.748671088597963,18.93301308231207,20.957657769642417,22.271480178598438,17.067303439023036,18.13249188509099,19.942921633778127,25.06851207893206,19.680741693899662
11.0,16.732368869014035,17.46115422125013,20.43508532897144,19.58945701574893,19.09633987268773,21.237696777294303,22.483564689620366,17.429310177728905,18.30352042267501,20.124517778578262,25.57407406261576,19.860644474198622
12.0,16.660117324837294,17.24739652143413,20.437296921773925,19.76803036253391,19.113673627308017,21.015147241316647,22.578590636418234,17.30606829987678,18.271555255240656,20.18745313703926,25.479467166138157,19.824072408537912
13.0,16.61777425356892,17.64084124369233,20.537367839701442,19.651278839041638,19.142082214937787,21.430684332447978,22.586077346289642,17.433604690647474,18.394903289797846,20.11556425489896,25.805185385372404,19.94139669912695
14.0,16.54727244417632,18.093678317809218,20.43849744316776,19.426745417079,19.24526007619514,21.66707896304935,22.60836399562325,17.743709685362795,18.419489349344758,20.241938740752452,26.2250567411058,20.059735561242352
15.0,16.632705164930798,17.69139891877194,20.224384448441427,19.748559054189165,19.37652857503481,21.261266257471444,22.622652216540544,17.777844577239954,18.398562731792477,20.55873142945063,25.604487550326873,19.99064735674455
16.0,16.60475336982324,17.554710099562666,20.21934468310144,19.975768096249922,19.247154917340623,21.177914411903043,22.71589670012225,17.607162648015493,18.421099697425774,20.52091917481517,25.64919184848655,19.972174149713286
17.0,16.568596865746038,17.670888912032872,20.240245589021548,19.73433711274075,19.12715645394453,21.475678637687302,22.520488989282764,17.67945878525282,18.38193261812652,20.3547734691034,25.824447711604115,19.96163683132206
18.0,16.60530564419425,18.105680706013928,20.40472303580641,19.302248113278477,19.0155134613101,21.68463625950482,22.363014122312887,17.996896264258577,18.446564906126493,20.30773081031119,25.853636542292023,20.007813624128104
19.0,16.51427420268315,18.05251028088355,20.227855489282902,19.91848393320299,19.131779684506206,21.50671494770405,22.692554425784408,17.812087097736296,18.33087382146835,20.581908553795415,25.844595474380615,20.05578526467527
