Round,0,1,2,3,4,5,6,7,8,9,test,A
0.0,-0.03582465648651123,-0.0001360177993774414,-0.002141714096069336,-0.04378056526184082,-0.00901949405670166,-0.0009607076644897461,-0.005151629447937012,-0.0038917064666748047,-0.005559563636779785,-0.03131449222564697,-0.04964852333068848,-0.01703900640661066
1.0,0.759515643119812,0.833518922328949,0.680814802646637,0.70705246925354,0.7685333490371704,0.7361545562744141,0.7115820050239563,0.7995543479919434,0.7530872225761414,0.753930926322937,0.6723177433013916,0.7432783625342629
2.0,0.7579339742660522,0.864546000957489,0.679578959941864,0.6594662666320801,0.7516646385192871,0.7708238363265991,0.7055963277816772,0.8139292001724243,0.7598968744277954,0.7470789551734924,0.6976540684700012,0.7461971911517057
3.0,0.7487966418266296,0.8872627019882202,0.6946868896484375,0.6301496028900146,0.7519801259040833,0.7942416667938232,0.719203770160675,0.8266887664794922,0.7677267789840698,0.7359275221824646,0.7175049781799316,0.7521972222761675
4.0,0.8245993852615356,0.8446113467216492,0.7425038814544678,0.7948818802833557,0.8098185062408447,0.7310010194778442,0.7502864599227905,0.8293989300727844,0.7960546016693115,0.7889151573181152,0.6303626298904419,0.7765848907557401
5.0,0.7491295337677002,0.8992168307304382,0.7147769331932068,0.6318132877349854,0.7715850472450256,0.8124969005584717,0.739845871925354,0.8391122817993164,0.7828529477119446,0.7364498376846313,0.7333573698997498,0.7646033492955294
6.0,0.7415965795516968,0.9024443626403809,0.7068281173706055,0.6048061847686768,0.765343964099884,0.817331075668335,0.7255047559738159,0.8398464918136597,0.7786524295806885,0.724525511264801,0.7250046730041504,0.7574440132487904
7.0,0.7564339637756348,0.9073717594146729,0.7241755723953247,0.6273691654205322,0.7744770050048828,0.820840060710907,0.7330319881439209,0.8480097651481628,0.7872496247291565,0.7319356203079224,0.7204535007476807,0.7664861841635271
8.0,0.8386451005935669,0.8319370150566101,0.7719275951385498,0.7968204021453857,0.808601975440979,0.7443158626556396,0.7451261878013611,0.8326948881149292,0.8178913593292236,0.7782184481620789,0.6090825796127319,0.7795692194591869
9.0,0.8425827026367188,0.8482357859611511,0.7757160067558289,0.7813113927841187,0.8121487498283386,0.7613989114761353,0.7471969127655029,0.8471187353134155,0.8257628679275513,0.7802892923355103,0.6311478614807129,0.7866281108422712
10.0,0.8439605832099915,0.8462015390396118,0.7798832654953003,0.7796481847763062,0.8157249689102173,0.7704029083251953,0.7510164976119995,0.8483057022094727,0.831236720085144,0.7798505425453186,0.6360870003700256,0.7893016284162347
11.0,0.8468568921089172,0.8384009003639221,0.7800268530845642,0.7831867933273315,0.8125319480895996,0.7642260789871216,0.7462519407272339,0.8418024182319641,0.8280380964279175,0.7758229970932007,0.6212607622146606,0.785309607332403
12.0,0.8481765985488892,0.8423332571983337,0.7799792289733887,0.779215931892395,0.8121914267539978,0.7691415548324585,0.7441024780273438,0.8440316915512085,0.8286381959915161,0.7744186520576477,0.6240577697753906,0.7860260714184154
13.0,0.8489473462104797,0.8350578546524048,0.7778192758560181,0.7818161845207214,0.8116327524185181,0.759921669960022,0.7439327239990234,0.8417244553565979,0.8263167142868042,0.7760224342346191,0.6143845319747925,0.7834159948609092
14.0,0.8502263426780701,0.8264811038970947,0.7799534201622009,0.7867735624313354,0.8095966577529907,0.7545959949493408,0.7434271574020386,0.8360435962677002,0.8258521556854248,0.7731993198394775,0.601733922958374,0.7807166576385498
15.0,0.8486757874488831,0.8341110944747925,0.7845396399497986,0.7796506881713867,0.806990385055542,0.7637025117874146,0.7431027889251709,0.8354121446609497,0.8262475728988647,0.7660447955131531,0.6203594207763672,0.7826215299693021
16.0,0.849183976650238,0.8366645574569702,0.7846469879150391,0.7745512127876282,0.8095591068267822,0.7655515670776367,0.7409806847572327,0.8385573625564575,0.8258216977119446,0.7669045925140381,0.619032621383667,0.7828594879670576
17.0,0.8498400449752808,0.834495484828949,0.7842015624046326,0.7799679040908813,0.8119263648986816,0.7589125037193298,0.7454178333282471,0.8372288346290588,0.8265615701675415,0.7706637978553772,0.6138086318969727,0.7830022302540866
18.0,0.8491739630699158,0.8262507915496826,0.7806800603866577,0.7894977331161499,0.8141155242919922,0.7541981339454651,0.7489657402038574,0.831331193447113,0.8253397941589355,0.7717226147651672,0.6129351258277893,0.7822009704329751
19.0,0.8508231043815613,0.8272697925567627,0.7844656705856323,0.7758423686027527,0.8118354678153992,0.7582151889801025,0.7415127158164978,0.8347775340080261,0.8275237083435059,0.765516996383667,0.6132057905197144,0.7809989398176019
